time,x_diff,y_diff,z_diff,vx_diff,vy_diff,vz_diff
2453384.5,0.0097634123774068,-0.0071972299055291,-0.0005590776371296,-4.6203440759334715e-05,-8.57340373201336e-05,-3.1375480088023525e-06
2453385.5,0.0098710160577106,-0.0071345927618156,-0.0005670275768845,-4.707151874756897e-05,-8.531963977390956e-05,-3.14509978899312e-06
2453386.5,0.0099786993570298,-0.0070718516015356,-0.0005749878432769,-4.793536795970267e-05,-8.489929991799781e-05,-3.1526727263527865e-06
2453387.5,0.0100864123768196,-0.0070105774378298,-0.0005828098568908,-4.879288053004469e-05,-8.448091985499215e-05,-3.1602740649813114e-06
2453388.5,0.0101931526066785,-0.0069497787322045,-0.0005905946402255,-4.964660055456764e-05,-8.406028762461895e-05,-3.1678532843180864e-06
2453389.5,0.0103005412076555,-0.0068896564802594,-0.0005983351902714,-5.0492955728352975e-05,-8.363504699205812e-05,-3.1755349313847877e-06
2453390.5,0.0104071009709225,-0.0068304121118451,-0.0006060245123732,-5.1338264508338466e-05,-8.321401062477696e-05,-3.1830947531375463e-06
2453391.5,0.0105135015310291,-0.0067725753096199,-0.0006136220930636,-5.21740561205869e-05,-8.278828904263388e-05,-3.1907746046203837e-06
2453392.5,0.010619459928824,-0.0067148284324679,-0.0006211544833499,-5.3004137179616566e-05,-8.236016156877406e-05,-3.198409335850418e-06
2453393.5,0.0107251711273343,-0.0066585364614133,-0.0006286296174842,-5.382864284620369e-05,-8.19346943778717e-05,-3.206241699371193e-06
2453394.5,0.0108315464346904,-0.0066032617429588,-0.0006360144616739,-5.4647703967929747e-05,-8.150390796355343e-05,-3.2139910297781637e-06
2453395.5,0.010936637229713,-0.0065484925165955,-0.0006433430479491,-5.545661590141706e-05,-8.107285412309838e-05,-3.221726358732359e-06
2453396.5,0.0110427875235212,-0.0064954757503935,-0.0006506270676491,-5.6261438224758235e-05,-8.063633284524988e-05,-3.2295753783555215e-06
2453397.5,0.0111468588019501,-0.0064428510934888,-0.0006578484212939,-5.705879673887867e-05,-8.020124400523639e-05,-3.237491611486772e-06
2453398.5,0.0112519125400396,-0.0063910020078221,-0.0006649741202003,-5.7851104830563e-05,-7.97651668998367e-05,-3.2454290354652767e-06
2453399.5,0.0113571966257461,-0.0063404762376755,-0.0006720382433229,-5.8633641433431915e-05,-7.932939871771981e-05,-3.2535167059126935e-06
2453400.5,0.0114617216426271,-0.0062911364360655,-0.0006790488054529,-5.9410179845807384e-05,-7.888777862406424e-05,-3.261593096846329e-06
2453401.5,0.0115664066409646,-0.0062426816979176,-0.0006859505047716,-6.017831946254434e-05,-7.84471768135904e-05,-3.269613554605314e-06
2453402.5,0.0116702644443673,-0.0061949604769463,-0.0006928445154364,-6.093941024403403e-05,-7.800421140301099e-05,-3.277766714672426e-06
2453403.5,0.0117751700251411,-0.0061487156361618,-0.0006996308601702,-6.169232455857686e-05,-7.75601495516861e-05,-3.2859506332257905e-06
2453404.5,0.0118796616249809,-0.0061036174870025,-0.0007063734891705,-6.243710977764964e-05,-7.711531948442242e-05,-3.2942966571871367e-06
2453405.5,0.0119839475487832,-0.0060593515664715,-0.000713035784959,-6.31750829268314e-05,-7.666631648501829e-05,-3.3026455562738593e-06
2453406.5,0.0120879988196405,-0.0060166542601681,-0.0007196183985837,-6.390267892698216e-05,-7.621345343908348e-05,-3.3110713926468765e-06
2453407.5,0.0121915491823698,-0.0059747050913738,-0.0007261219971788,-6.462238687762148e-05,-7.576169211968159e-05,-3.319474068784337e-06
2453408.5,0.0122957640370482,-0.0059340473409015,-0.0007325807920413,-6.533184482498082e-05,-7.530853595939281e-05,-3.3281614052907502e-06
2453409.5,0.0123999025823207,-0.0058941964029482,-0.0007389731321281,-6.603718847643896e-05,-7.485241191905988e-05,-3.3367431961397716e-06
2453410.5,0.0125037020045559,-0.0058564039426849,-0.0007452922850386,-6.673120065646442e-05,-7.439546442513864e-05,-3.345469987075058e-06
2453411.5,0.0126080927368494,-0.0058191502871588,-0.0007515203604509,-6.741635659790387e-05,-7.39370360808584e-05,-3.354301753835578e-06
2453412.5,0.0127120990207507,-0.0057829872948073,-0.0007576841899448,-6.809149763025688e-05,-7.347459896009378e-05,-3.363257150821512e-06
2453413.5,0.0128159383509456,-0.0057484763993827,-0.0007637882722494,-6.875787755915503e-05,-7.301213648473574e-05,-3.3721806819500544e-06
2453414.5,0.0129200678040586,-0.0057144414408768,-0.0007698445760382,-6.941680531298561e-05,-7.25480362074437e-05,-3.38120836494303e-06
2453415.5,0.013024468785975,-0.0056824759095984,-0.0007757980346007,-7.006219440860068e-05,-7.208160903703423e-05,-3.39041848756137e-06
2453416.5,0.0131284086162772,-0.0056507206556459,-0.000781683008514,-7.070140135102387e-05,-7.161029526029684e-05,-3.3995987805613337e-06
2453417.5,0.013232824716991,-0.005621108872068,-0.0007875115274166,-7.1330807557998e-05,-7.114084038243804e-05,-3.4090613282476093e-06
2453418.5,0.0133374635925624,-0.0055928186563066,-0.0007932732904953,-7.194801390224379e-05,-7.06650807132999e-05,-3.418536626615472e-06
