time,x,y,z,vx,vy,vz
2451544.5,-0.473739661964299,0.830123033181815,0.0894610892652767,-0.0175205183898598,-0.00685503124165772,-0.000652756408002794
2451545.5,-0.49118016812621,0.823129902615621,0.0887934437391528,-0.0173597493782138,-0.00713045794626033,-0.000682456200954702
2451546.5,-0.508457697454367,0.815863671195025,0.0880963349100726,-0.0171945906464973,-0.00740122317784991,-0.000711681879229369
2451547.5,-0.525567937910863,0.808329028743658,0.0873702401943938,-0.0170251974579639,-0.00766727119771289,-0.000740426941391444
2451548.5,-0.542506732381251,0.800530717959955,0.0866156432064803,-0.0168517243602031,-0.0079285519709717,-0.000768685490480324
2451549.5,-0.559270077852701,0.792473528786415,0.0858330331615092,-0.0166743249748404,-0.00818502101928471,-0.000796452219318968
2451550.5,-0.575854124388043,0.784162292929349,0.0850229042933329,-0.0164931517996143,-0.00843663926730453,-0.000823722395114478
2451551.5,-0.592255173908068,0.775601878534928,0.084185755288054,-0.0163083560228045,-0.00868337288377403,-0.000850491843443333
2451552.5,-0.608469678794397,0.766797185026465,0.0833220887338863,-0.0161200873499275,-0.0089251931181066,-0.000876756931710911
2451553.5,-0.624494240325134,0.757753138107021,0.082432410587783,-0.0159284938425656,-0.00916207613326122,-0.000902514552171342
2451554.5,-0.640325606955327,0.748474684930687,0.0815172296592298,-0.0157337217691519,-0.00939400283568542,-0.000927762104589958
2451555.5,-0.655960672454123,0.738966789445058,0.0805770571115225,-0.0155359154674894,-0.00962095870305944,-0.000952497478626594
2451556.5,-0.671396473910179,0.729234427906792,0.0796124059807688,-0.0153352172187477,-0.00984293361053452,-0.000976719036013859
2451557.5,-0.686630189616711,0.719282584571397,0.0786237907127856,-0.015131767132646,-0.0100599216561167,-0.00100042559260027
2451558.5,-0.701659136847172,0.709116247557813,0.0776117267179933,-0.0149257030435066,-0.0102719209858059,-0.00102361640032382
2451559.5,-0.716480769532286,0.698740404887737,0.0765767299443452,-0.0147171604168343,-0.0104789336190572,-0.0010462911291772
2451560.5,-0.731092675848767,0.6881600406991,0.0755193164682725,-0.0145062722660595,-0.0106809652750909,-0.00106844984922167
2451561.5,-0.745492575729714,0.677380131632616,0.0744400021035682,-0.0142931690790659,-0.0108780252005354,-0.00109009301270213
2451562.5,-0.759678318306255,0.666405643389828,0.073339302028086,-0.0140779787541087,-0.0110701259988469,-0.00111122143631179
2451563.5,-0.773647879289639,0.655241527460674,0.0722177304280804,-0.0138608265447214,-0.0112572834619098,-0.00113183628365083
2451564.5,-0.78739935830256,0.643892718018217,0.0710758001599742,-0.013641835013199,-0.0114395164041843,-0.00115193904791907
2451565.5,-0.80093097616808,0.632364128977806,0.0699140224293017,-0.0134211239922455,-0.0116168464997286,-0.00117153153487914
2451566.5,-0.814241072164103,0.620660651217659,0.0687329064865388,-0.0131988105543662,-0.0117892981223894,-0.00119061584612258
2451567.5,-0.827328101250948,0.608787149957565,0.0675329593395045,-0.0129750089885917,-0.0119568981894176,-0.00120919436266777
2451568.5,-0.840190631279132,0.596748462292154,0.0663146854819865,-0.0127498307841172,-0.0121196760087353,-0.00122726972891522
2451569.5,-0.852827340184086,0.584549394875001,0.0650785866382247,-0.0125233846204498,-0.0122776631300485,-0.00124484483698216
2451570.5,-0.865237013174096,0.57219472174962,0.0638251615228618,-0.0122957763636608,-0.0124308931999697,-0.00126192281143566
2451571.5,-0.877418539917395,0.559689182323272,0.0625549056159545,-0.0120671090683462,-0.0125794018212872,-0.00127850699444012
2451572.5,-0.889370911733895,0.547037479479385,0.061268310952625,-0.01183748298491,-0.012723226416493,-0.00129460093133246
2451573.5,-0.901093218796716,0.534244277824283,0.0599658659269186,-0.0116069955717937,-0.0128624060956548,-0.00131020835663567
2451574.5,-0.912584647348262,0.521314202063831,0.0586480551094248,-0.0113757415122851,-0.0129969815286973,-0.00132533318051893
2451575.5,-0.923844476935245,0.508251835505592,0.0573153590782132,-0.0111438127355542,-0.0131269948221344,-0.0013399794757102
2451576.5,-0.934872077666719,0.495061718682003,0.0559682542626278,-0.0109112984415728,-0.0132524894002769,-0.00135415146486526
2451577.5,-0.945666907498837,0.481748348090108,0.0546072127994841,-0.0106782851295901,-0.0133735098909221,-0.00136785350839507
2451578.5,-0.956228509549727,0.468316175043363,0.0532327024012089,-0.0104448566298485,-0.013490102015514,-0.00138109009275157
2451579.5,-0.966556509447582,0.454769604631055,0.0518451862354662,-0.0102110941382371,-0.0136023124837491,-0.0013938658191707
2451580.5,-0.976650612714746,0.441112994780907,0.0504451228158117,-0.00997707625359447,-0.0137101888925915,-0.00140618539286958
2451581.5,-0.986510602190318,0.427350655420488,0.0490329659029262,-0.00974287901738701,-0.0138137796296438,-0.00141805361269363
2451582.5,-0.99613633549351,0.413486847733092,0.0476091644159773,-0.00950857595550009,-0.0139131337808161,-0.00142947536120847
2451583.5,-1.00552774252975,0.399525783503836,0.046174162353671,-0.00927423812189617,-0.0140083010422203,-0.00144045559522986
2451584.5,-1.01468482304126,0.385471624551775,0.0447283987245563,-0.00903993414390514,-0.0140993316362122,-0.00145099933678462
2451585.5,-1.02360764420372,0.371328482243944,0.0432723074861576,-0.00880573026892655,-0.0141862762314955,-0.00146111166449407
2451586.5,-1.03229633827012,0.3571004170873,0.0418063174925156,-0.00857169041233588,-0.0142691858671952,-0.00147079770537132
2451587.5,-1.04075110026317,0.342791438394644,0.0403308524497278,-0.00833787620640016,-0.014348111880802,-0.00148006262702281
2451588.5,-1.04897218571701,0.328405504020713,0.0388463308790899,-0.00810434705002014,-0.0144231058398883,-0.00148891163024403
