time,x,y,z,vx,vy,vz
2451544.5,-1.198791392720722,-0.5538069712122542,-0.2490322599699497,0.0035219938664648,-0.0149654764332351,-0.0010621250358239
2451545.5,-1.195196555122286,-0.5687384610047671,-0.2500792158803248,0.0036674342219748,-0.0148972825030551,-0.001031801922194
2451546.5,-1.191457018959944,-0.5836010999737244,-0.2510958947087259,0.0038113905459945,-0.0148277798267494,-0.0010015714875659
2451547.5,-1.187574269520808,-0.5983935944335881,-0.2520823909605241,0.0039538604159104,-0.0147569984640345,-0.000971437364053
2451548.5,-1.183549794251663,-0.6131146805733422,-0.2530388027117074,0.00409484193205,-0.0146849681034394,-0.000941403061155
2451549.5,-1.179385082244818,-0.6277631240829982,-0.2539652314874066,0.004234333700131,-0.0146117180577805,-0.0009114719680397
2451550.5,-1.175081623741375,-0.6423377197758475,-0.254861782142711,0.0043723348139934,-0.0145372772601809,-0.0008816473558391
2451551.5,-1.170640909651624,-0.6568372912069942,-0.2557285627457839,0.0045088448386226,-0.0144616742606112,-0.0008519323799545
2451552.5,-1.166064431092257,-0.6712606902886843,-0.2565656844632878,0.0046438637934713,-0.0143849372229298,-0.0008223300823689
2451553.5,-1.161353678940115,-0.6856067969029128,-0.2573732614481233,0.0047773921360865,-0.0143070939224026,-0.0007928433939615
2451554.5,-1.156510143402149,-0.6998745185117825,-0.2581514107294833,0.0049094307460483,-0.014228171743679,-0.0007634751368223
2451555.5,-1.151535313601289,-0.714062789766059,-0.2589002521052188,0.0050399809092238,-0.0141481976792055,-0.0007342280265634
2451556.5,-1.146430677177895,-0.728170572112348,-0.2596199080365154,0.0051690443023417,-0.0140671983280557,-0.0007051046746242
2451557.5,-1.141197719906473,-0.7421968533993052,-0.2603105035448679,0.0052966229778902,-0.0139851998951574,-0.000676107590567
2451558.5,-1.13583792532733,-0.7561406474832607,-0.2609721661113482,0.0054227193493413,-0.0139022281908982,-0.0006472391843623
2451559.5,-1.130352774392846,-0.7700009938336333,-0.2616050255781498,0.0055473361767022,-0.0138183086310901,-0.0006185017686604
2451560.5,-1.124743745128021,-0.7837769571384797,-0.2622092140523965,0.0056704765523973,-0.0137334662372757,-0.0005898975610467
2451561.5,-1.11901231230498,-0.7974676269105144,-0.2627848658121991,0.0057921438874794,-0.0136477256373588,-0.0005614286862805
2451562.5,-1.113159947131103,-0.811072117093914,-0.2633321172149398,0.0059123418981717,-0.0135611110665412,-0.0005330971785142
2451563.5,-1.107188116950447,-0.8245895656722059,-0.2638511066077668,0.0060310745927394,-0.0134736463685506,-0.0005049049834911
2451564.5,-1.101098284958127,-0.8380191342775233,-0.2643419742402744,0.006148346258691,-0.0133853549971428,-0.0004768539607225
2451565.5,-1.094891909927338,-0.8513600078014923,-0.2648048621793513,0.0062641614503073,-0.0132962600178621,-0.0004489458856405
2451566.5,-1.088570445948685,-0.8646113940080025,-0.2652399142261653,0.0063785249764968,-0.0132063841100462,-0.0004211824517262
2451567.5,-1.082135342181485,-0.8777725231481006,-0.2656472758352681,0.0064914418889759,-0.0131157495690596,-0.0003935652726131
2451568.5,-1.07558804261674,-0.8908426475772214,-0.2660270940357874,0.0066029174707712,-0.0130243783087418,-0.0003660958841639
2451569.5,-1.068929985851442,-0.9038210413749732,-0.2663795173546834,0.006712957225042,-0.0129322918640556,-0.0003387757465202
2451570.5,-1.062162604873895,-0.9167069999676616,-0.2667046957420407,0.0068215668642192,-0.0128395113939214,-0.0003116062461245
2451571.5,-1.055287326859744,-0.9294998397537386,-0.2670027804983689,0.0069287522994594,-0.0127460576842255,-0.0002845886977134
2451572.5,-1.048305572978391,-0.9421988977323376,-0.2672739242038809,0.0070345196304072,-0.012651951150985,-0.0002577243462822
2451573.5,-1.041218758209501,-0.9548035311350486,-0.2675182806497218,0.0071388751352682,-0.0125572118436596,-0.0002310143690194
2451574.5,-1.034028291169277,-0.9673131170610718,-0.2677360047711159,0.0072418252611815,-0.0124618594485931,-0.0002044598772107
2451575.5,-1.026735573946212,-0.979727052115871,-0.2679272525824041,0.0073433766148903,-0.0123659132925719,-0.0001780619181121
2451576.5,-1.019342001946037,-0.99204475205344,-0.2680921811139366,0.0074435359537036,-0.012269392346486,-0.0001518214767906
2451577.5,-1.011848963745544,-1.004265651422273,-0.268230948350791,0.0075423101767429,-0.0121723152290778,-0.0001257394779326
2451578.5,-1.004257840955048,-1.016389203215123,-0.2683437131732815,0.0076397063164609,-0.0120747002107683,-9.981678761769275e-05
2451579.5,-0.9965700080891752,-1.028414878522619,-0.2684306352992243,0.0077357315304243,-0.011976565217538,-7.405421505711759e-05
2451580.5,-0.988786832445762,-1.040342166190791,-0.2684918752279236,0.0078303930933449,-0.011877927834867,-4.84525142970949e-05
2451581.5,-0.9809096739925914,-1.052170572482554,-0.2685275941858435,0.0079236983893429,-0.0117788053117122,-2.30123858833369e-05
2451582.5,-0.9729398852617652,-1.063899620743188,-0.2685379540739218,0.0080156549044249,-0.0116792145645249,2.265521512300328e-06
2451583.5,-0.9648788112514954,-1.075528851069865,-0.2685231174164949,0.0081062702191584,-0.0115791721813101,2.738060950416619e-05
2451584.5,-0.9567277893351304,-1.087057819985245,-0.2684832473117887,0.0081955520015266,-0.0114786944257339,5.233232844388664e-05
2451585.5,-0.9484881491772408,-1.098486100115222,-0.2684185073839403,0.0082835079999528,-0.0113777972412956,7.712017590898385e-05
2451586.5,-0.9401612126565986,-1.109813279870873,-0.2683290617365122,0.0083701460364894,-0.0112764962555815,0.0001017436952267
