time,x,y,z,vx,vy,vz
2451544.5,0.0567924678325653,-2.15926599502563,-0.0168831385672092,0.0128651587292552,0.00243057776242495,-0.000578327162656933
2451545.5,0.0674825012683868,-2.15757203102112,-0.0174578800797462,0.0128447404131293,0.00247200694866478,-0.000578676932491362
2451546.5,0.0782308876514435,-2.15583086013794,-0.0180353708565235,0.0128242643550038,0.00251386826857924,-0.000579005747567862
2451547.5,0.0890350639820099,-2.1540412902832,-0.0186154954135418,0.0128037268295884,0.00255615566857159,-0.000579312792979181
2451548.5,0.0998936593532562,-2.15220332145691,-0.0191981010138988,0.0127831315621734,0.00259886379353702,-0.000579597894102335
2451549.5,0.1108058989048,-2.15031480789185,-0.0197831690311432,0.0127624813467264,0.00264199730008841,-0.000579859712161124
2451550.5,0.121768563985825,-2.14837574958801,-0.0203705318272114,0.0127417789772153,0.00268554897047579,-0.000580098072532564
2451551.5,0.132779628038406,-2.14638447761536,-0.0209600403904915,0.0127210170030594,0.00272951321676373,-0.000580312218517065
2451552.5,0.143838733434677,-2.14434170722961,-0.0215516835451126,0.0127002010121942,0.00277389003895223,-0.000580501393415034
2451553.5,0.154943495988846,-2.14224553108215,-0.0221452787518501,0.0126793328672647,0.00281867478042841,-0.000580665189772844
2451554.5,0.166091829538345,-2.14009571075439,-0.0227407515048981,0.012658410705626,0.00286386255174875,-0.000580802792683244
2451555.5,0.177281528711319,-2.13789200782776,-0.0233379490673542,0.012637441046536,0.00290944683365524,-0.000580913736484945
2451556.5,0.188512176275253,-2.13563370704651,-0.023936815559864,0.0126164108514786,0.00295542716048658,-0.00058099755551666
2451557.5,0.199780732393265,-2.13331937789917,-0.0245372168719769,0.012595335021615,0.00300179817713797,-0.000581053784117103
2451558.5,0.21108540892601,-2.13095045089722,-0.0251390226185322,0.0125742023810744,0.00304854917339981,-0.000581081956624985
2451559.5,0.222425371408463,-2.12852454185486,-0.0257421769201756,0.0125530101358891,0.0030956834089011,-0.000581081374548376
2451560.5,0.233798533678055,-2.12604236602783,-0.0263465493917465,0.0125317629426718,0.00314318877644837,-0.000581051979679614
2451561.5,0.245202928781509,-2.12350249290466,-0.0269520431756973,0.0125104552134871,0.00319106131792068,-0.000580993015319109
2451562.5,0.256635993719101,-2.12090587615967,-0.0275585129857063,0.0124890906736255,0.0032392933499068,-0.000580904597882181
2451563.5,0.268097847700119,-2.11825180053711,-0.0281659066677094,0.0124676674604416,0.00328788300976157,-0.000580786087084562
2451564.5,0.279585808515549,-2.11553883552551,-0.0287741422653198,0.012446173466742,0.00333682331256568,-0.000580637075472623
2451565.5,0.291098207235336,-2.11276793479919,-0.0293830409646034,0.0124246124178171,0.00338610471226275,-0.000580457330215722
2451566.5,0.302633196115494,-2.10993790626526,-0.0299925543367863,0.0124029889702797,0.00343571975827217,-0.000580246793106198
2451567.5,0.31418964266777,-2.10704898834229,-0.0306026004254818,0.0123812844976783,0.00348566519096494,-0.000580004998482764
2451568.5,0.325765758752823,-2.10410046577454,-0.0312130711972713,0.0123595055192709,0.00353593495674431,-0.000579732237383723
2451569.5,0.337359577417374,-2.10109353065491,-0.0318238213658333,0.0123376529663801,0.00358651555143297,-0.000579427345655859
2451570.5,0.348969668149948,-2.09802675247192,-0.0324348248541355,0.0123157119378448,0.00363740534521639,-0.000579090905375779
2451571.5,0.360595136880875,-2.09490084648132,-0.03304598107934,0.0122936861589551,0.00368859665468335,-0.000578722916543484
2451572.5,0.372233718633652,-2.09171485900879,-0.0336571894586086,0.0122715691104531,0.00374007923528552,-0.000578322680667043
2451573.5,0.383883625268936,-2.0884690284729,-0.0342683307826519,0.0122493617236614,0.00379184656776488,-0.000577890663407743
2451574.5,0.395544677972794,-2.08516311645508,-0.0348794050514698,0.0122270500287414,0.00384389259852469,-0.000577426224481314
2451575.5,0.407214373350143,-2.08179807662964,-0.0354902483522892,0.0122046414762735,0.00389620778150856,-0.000576930004172027
2451576.5,0.418891102075577,-2.07837128639221,-0.0361008010804653,0.0121821220964193,0.00394878536462784,-0.000576401478610933
2451577.5,0.430573552846909,-2.07488512992859,-0.0367109961807728,0.012159489095211,0.0040016146376729,-0.000575840647798032
2451578.5,0.442260831594467,-2.07133913040161,-0.0373207293450832,0.012136741541326,0.00405468977987766,-0.000575247977394611
2451579.5,0.453951805830002,-2.06773233413696,-0.0379299707710743,0.0121138729155064,0.00410800566896796,-0.000574622885324061
2451580.5,0.465642958879471,-2.06406569480896,-0.0385385639965534,0.0120908794924617,0.00416154740378261,-0.000573965604417026
2451581.5,0.477335780858994,-2.06033897399902,-0.039146538823843,0.0120677500963211,0.00421531358733773,-0.000573276542127132
2451582.5,0.489027589559555,-2.05655074119568,-0.0397537536919117,0.0120444837957621,0.00426929164677858,-0.000572555291000754
2451583.5,0.50071656703949,-2.05270290374756,-0.0403601489961147,0.012021079659462,0.00432347599416971,-0.000571802433114499
2451584.5,0.512402534484863,-2.04879474639893,-0.0409656651318073,0.0119975265115499,0.00437785591930151,-0.000571017735637724
2451585.5,0.524083375930786,-2.04482626914978,-0.0415702275931835,0.011973824352026,0.0044324267655611,-0.000570201489608735
2451586.5,0.5357586145401,-2.04079723358154,-0.0421737767755985,0.0119499620050192,0.00448717968538404,-0.000569353345781565
2451587.5,0.547426819801331,-2.03670811653137,-0.0427762679755688,0.0119259348139167,0.0045421039685607,-0.000568474119063467
2451588.5,0.559085726737976,-2.03255891799927,-0.0433775894343853,0.0119017474353313,0.00459719076752663,-0.000567563809454441
