time,x,y,z,vx,vy,vz,mass
2451544.5,1.390361066039004,-0.0210097222589846,-0.0346180144092705,0.0007479271359519,0.0151862986766576,0.0002997532106436,6.4171e+23
2451545.5,1.391032569593221,-0.0058225437761337,-0.0343163642043224,0.0005950961374937,0.0151877798525858,0.0003035409525559,6.4171e+23
2451546.5,1.39155129403576,0.0093652811786347,-0.0340109450183744,0.0004423724019278,0.0151875922584058,0.0003072911035558,6.4171e+23
2451547.5,1.391917357112668,0.0245520857299596,-0.03370179466731,0.0002897768563469,0.015185739724344,0.000311003225137,6.4171e+23
2451548.5,1.392130897432341,0.0397362069959867,-0.0333889513960253,0.0001373303195067,0.0151822263990897,0.0003146768865361,6.4171e+23
2451549.5,1.392192074351185,0.0549159864009368,-0.0330724538692244,-1.494651396540871e-05,0.0151770567470925,0.0003183116699086,6.4171e+23
2451550.5,1.392101067853835,0.0700897699831591,-0.032752341162311,-0.0001670330813604,0.0151702355449677,0.0003219071715072,6.4171e+23
2451551.5,1.391858078427011,0.0852559086987878,-0.0324286527518171,-0.0003189089537448,0.0151617678722609,0.000325462999617,6.4171e+23
2451552.5,1.391463326927226,0.1004127587222285,-0.0321014285053581,-0.0004705538364711,0.0151516590974095,0.0003289787717113,6.4171e+23
2451553.5,1.39091705444386,0.1155586817438688,-0.0317707086718077,-0.0006219475696282,0.0151399148711252,0.0003324541121221,6.4171e+23
2451554.5,1.39021952215839,0.1306920452641047,-0.0314365338721031,-0.0007730701309219,0.0151265411343829,0.0003358886516409,6.4171e+23
2451555.5,1.389371011198735,0.1458112228827901,-0.0310989450901423,-0.0009239016426742,0.0151115441273857,0.0003392820290864,6.4171e+23
2451556.5,1.388371822487461,0.1609145945844426,-0.0307579836630501,-0.0010744223800998,0.0150949303854281,0.000342633892852,6.4171e+23
2451557.5,1.387222276584259,0.1760005470201441,-0.0304136912709052,-0.0012246127804749,0.015076706725952,0.0003459439026324,6.4171e+23
2451558.5,1.385922713524187,0.1910674737859915,-0.0300661099266413,-0.0013744534531722,0.0150568802374138,0.0003492117318868,6.4171e+23
2451559.5,1.384473492652269,0.2061137756966676,-0.0297152819664466,-0.0015239251845206,0.0150354582726435,0.000352437068055,6.4171e+23
2451560.5,1.382874992453734,0.2211378610533057,-0.0293612500402612,-0.0016730089324203,0.015012448444589,0.000355619607764,6.4171e+23
2451561.5,1.381127610379266,0.2361381459067604,-0.029004057101928,-0.0018216858194133,0.0149878586253844,0.0003587590513743,6.4171e+23
2451562.5,1.379231762665812,0.2511130543177759,-0.0286437463991233,-0.0019699371382785,0.0149616969475161,0.000361855103897,6.4171e+23
2451563.5,1.377187884153876,0.2660610186136716,-0.0282803614635335,-0.0021177443674375,0.0149339718029594,0.00036490748084,6.4171e+23
2451564.5,1.374996428101395,0.2809804796397719,-0.0279139461013456,-0.0022650891819994,0.0149046918398339,0.0003679159118712,6.4171e+23
2451565.5,1.37265786599328,0.2958698870048616,-0.0275445443835509,-0.0024119534564165,0.0148738659550659,0.0003708801401064,6.4171e+23
2451566.5,1.370172687346227,0.3107276993217019,-0.0271722006357238,-0.0025583192645909,0.0148415032805945,0.0003737999198625,6.4171e+23
2451567.5,1.367541399509904,0.3255523844435727,-0.0267969594277222,-0.0027041688802178,0.0148076131692268,0.0003766750146984,6.4171e+23
2451568.5,1.364764527465953,0.3403424196963711,-0.0264188655640024,-0.0028494847758223,0.0147722051924067,0.0003795051955286,6.4171e+23
2451569.5,1.361842613624665,0.3550962921052319,-0.0260379640744776,-0.002994249623006,0.0147352891497394,0.0003822902398417,6.4171e+23
2451570.5,1.358776217617836,0.3698124986155987,-0.0256543002051218,-0.0031384462974156,0.0146968750728327,0.000385029932839,6.4171e+23
2451571.5,1.35556591608743,0.3844895463098284,-0.025267919407929,-0.0032820578864229,0.014656973215601,0.0003877240694848,6.4171e+23
2451572.5,1.352212302471209,0.3991259526197121,-0.0248788673307721,-0.003425067698287,0.014615594040625,0.0003903724571954,6.4171e+23
2451573.5,1.348715986786499,0.4137202455339349,-0.024487189807772,-0.0035674592690523,0.014572748210314,0.0003929749178694,6.4171e+23
2451574.5,1.345077595411906,0.4282709637992035,-0.0240929328500382,-0.0037092163612141,0.0145284465805836,0.0003955312859634,6.4171e+23
2451575.5,1.341297770866076,0.442776657115317,-0.0236961426362388,-0.0038503229542826,0.0144827001946985,0.0003980414024935,6.4171e+23
2451576.5,1.337377171583666,0.4572358863258509,-0.0232968655029119,-0.0039907632394088,0.0144355202813906,0.0004005051112688,6.4171e+23
2451577.5,1.333316471689533,0.4716472236052283,-0.0228951479349555,-0.0041305216276538,0.0143869182566534,0.0004029222622049,6.4171e+23
2451578.5,1.329116360771651,0.4860092526409304,-0.0224910365565593,-0.0042695827628565,0.0143369057235248,0.0004052927169589,6.4171e+23
2451579.5,1.324777543652044,0.5003205688094436,-0.0220845781222345,-0.0044079315267871,0.01428549446704,0.0004076163505197,6.4171e+23
2451580.5,1.320300740154895,0.5145797793463665,-0.0216758195074116,-0.0045455530382878,0.014232696442978,0.0004098930494973,6.4171e+23
2451581.5,1.315686684872291,0.528785503512032,-0.0212648076987062,-0.0046824326530176,0.0141785237623408,0.0004121227106141,6.4171e+23
2451582.5,1.310936126929066,0.5429363727528622,-0.020851589784548,-0.0048185559627589,0.0141229886807285,0.0004143052393862,6.4171e+23
2451583.5,1.306049829747434,0.5570310308574209,-0.0204362129465445,-0.0049539087914179,0.0140661036011709,0.0004164405478256,6.4171e+23
